Day,Month,Year,MinPressure,MaxPressure,MinVapour,MaxVapour,MinRelativeHumidity,MaxRelativeHumidity,MinTemperature,MaxTemperature,Rain,MinRadiation,MaxRadiation
4,11,1991,1010.3,1012.4,27.4,24.9,84,80,27.5,22.2,2.4,1.75,1.64
5,11,1991,1009.1,1013.3,25.3,21.1,74,64,28.2,22.2,0,3.06,1.08
6,11,1991,1010.8,1017.1,24.9,23.2,70,69,30,19.8,0,2.59,1.15
7,11,1991,1014,1017.1,21.7,20.6,67,65,30.4,17.5,0,2.55,0.97
8,11,1991,1013,1015.2,19.7,19.7,58,68,30.2,17.4,0,2.49,1
9,11,1991,1010.6,1015.5,18.4,20.6,58,69,29.8,17.5,0,2.24,1.01
10,11,1991,1012.7,1017.5,20.4,19.4,60,66,30.5,17.8,0,2.3,0.9
11,11,1991,1014.2,1018,21,18.1,65,71,30,18.1,0,2.47,0.65
12,11,1991,1014.3,1017.8,21.4,18.7,62,75,30,19,0,2.4,0.78
13,11,1991,1013.6,1018.3,21.7,20.8,64,70,29.6,18.4,0,2.41,0.97
14,11,1991,1015.4,1019.3,21.8,19.7,63,68,30,17.7,0,2.35,1.41
15,11,1991,1015.3,1017.9,18.5,16.8,59,57,28.8,17.6,0,2.29,1.19
16,11,1991,1014.4,1019.1,18.4,18.5,58,65,28.5,20.3,0,1.25,1.26
17,11,1991,1015.7,1019.2,21.6,20.2,68,73,27.3,20.2,0,0.89,0.94
18,11,1991,1016.5,1019.8,22.5,21.3,84,78,25.2,20.5,0,1.99,0.93
19,11,1991,1015.4,1017.5,21.1,16.6,67,56,28.8,18.5,0,1.99,0.93
20,11,1991,1013.7,1017.4,26,17.4,62,66,29.6,16,0,2.26,0.95
21,11,1991,1013.6,1017.3,16.4,16.3,58,71,27.7,14.6,0,2.22,0.95
22,11,1991,1014,1018.8,15.9,15.1,57,58,27.6,13.7,0,2.37,0.88
23,11,1991,1014.8,1019.2,15.7,15.4,57,66,26.8,14.8,0,2.12,0.91
24,11,1991,1015.2,1019.3,17.8,16.5,64,72,27.3,15.5,0,2.08,0.93
25,11,1991,1014.7,1017.8,19.5,16.9,67,72,27.3,16.2,0,2.23,0.77
26,11,1991,1014.5,1018.4,17,17.7,57,69,27.9,15.4,0,1.91,1.01
27,11,1991,1015,1017.3,18.9,16.9,65,68,27.8,16.4,0,1.98,0.91
28,11,1991,1012.7,1015.4,20.1,19.3,67,78,28.2,15.9,0,2.02,0.95
29,11,1991,1011.5,1015.1,18.1,16.5,59,71,28,14.2,0,2.17,0.92
30,11,1991,1011.6,1015,18.2,15.7,63,69,27.8,12.8,0,2.26,0.85
1,12,1991,1011.8,1014.8,16.2,15,61,56,28.4,13.2,0,2.61,0.81
2,12,1991,1012.5,1017.3,13.3,18.6,50,78,28.3,13,0,2.09,0.85
3,12,1991,1014.4,1019.1,15.9,16.1,55,80,29.8,13,0,2.3,0.74
4,12,1991,1016.2,1020.4,18.1,12.9,61,63,28,12.3,0,2.13,0.84
5,12,1991,1015.8,1018.8,15.8,14.1,67,67,25.4,12.3,0,2.05,0.88
6,12,1991,1015.9,1020.6,15.4,14.6,65,71,25.8,12.5,0,1.92,0.85
7,12,1991,1016.5,1019.8,17.4,16.8,66,79,26.2,13.9,0,1.89,0.92
8,12,1991,1015.8,1019.2,18.4,17.3,70,76,26,14,0,2.09,0.95
9,12,1991,1015.5,1018.6,17.5,18.2,64,83,27.2,14.2,0,1.71,1.11
10,12,1991,1016.1,1020.5,18.6,17.1,71,68,25.8,15.3,0,1.57,1.14
11,12,1991,1016.7,1019.8,20.5,16.5,70,66,27,16.1,0,2.23,0.94
12,12,1991,1017.5,1021.1,18.3,17.1,61,66,28,16.5,0,2.28,0.85
13,12,1991,1017.2,1023.8,15.8,15.3,56,67,27.4,15.1,0,2.29,0.83
14,12,1991,1016,1019.2,15.4,16.9,58,77,27,15.2,0,1.97,1.17
15,12,1991,1016.4,1019.1,16.8,17.4,74,77,26.4,14.4,0,2.26,0.87
16,12,1991,1015.3,1018.6,18.9,15.8,66,72,26.5,13.4,0,2.44,0.98
17,12,1991,1014,1017.3,17,16.3,63,71,26.6,13.2,0,2.41,0.77
18,12,1991,1013,1016.4,18.2,16.7,70,82,26.5,13.1,0,2.17,1.16
19,12,1991,1012.3,1015.7,17,15.2,67,70,26.2,14.2,0,2.24,0.92
20,12,1991,1012.4,1016.4,16.2,16.4,61,78,27.6,11.9,0,1.96,0.82
21,12,1991,1011.9,1015.2,16.1,17.4,65,84,27,12.8,0,2.12,0.76
22,12,1991,1011.4,1015.3,16.7,17.7,60,88,27.6,14.3,0,1.97,0.84
23,12,1991,1011.1,1014.4,17.1,20.2,59,92,27.5,16.3,0,1.17,0.97
24,12,1991,1010.8,1013.2,21.3,22,73,94,26.6,17.4,45.8,2.02,1.26
25,12,1991,1009.7,1013.3,21.3,18.4,75,88,26.4,16.6,10.6,1.06,0.99
26,12,1991,1010,1010.6,18.2,18.2,86,94,20.3,16.2,9.3,2.26,1.08
27,12,1991,1007.6,1012.4,18.5,15.1,86,83,23,13.8,5,2.16,0.91
28,12,1991,1011.1,1017.4,13.8,12.4,67,79,21,11.8,0,2.44,1.23
29,12,1991,1014.1,1019,13.7,15.3,66,85,21.2,10.2,0,2.4,0.94
30,12,1991,1015.8,1018.8,10.8,14.7,52,95,22.3,9.4,0,2.26,0.98
31,12,1991,1014.6,1017.9,12,12.9,58,71,22.6,12.6,0,2.1,0.79
1,1,1992,1017,1020.2,14.6,14.1,72,80,18.8,13.7,0,1.62,1.01
2,1,1992,1017.9,1022.3,13,13.2,68,78,20.6,10.2,0,2.25,0.94
3,1,1992,1019.3,1022.3,10,11,52,75,21.3,8.5,0,2.28,1.03
4,1,1992,1018.6,1021.6,11.2,11,60,69,20.5,9.6,0,1.99,0.94
5,1,1992,1017.6,1018.7,12.3,11.8,57,72,22.1,10,0,2.13,0.94
6,1,1992,1012.6,1015.1,10.3,11.8,48,67,22.8,10.4,0,1.88,1.09
7,1,1992,1012.9,1017.7,13.3,14.2,58,89,24,10.5,0,1.91,1.02
8,1,1992,1013.9,1017.1,14.5,15.1,64,83,23.6,10.4,0,1.82,0.99
9,1,1992,1014.8,1019.7,16.1,15.6,65,82,24.3,11.9,0,1.93,1.01
10,1,1992,1016.1,1020.3,14.5,16.4,56,85,26.4,12.2,0,2.04,1
11,1,1992,1016.9,1020.2,16.1,15.5,65,80,25.3,12.5,0,2.01,0.98
12,1,1992,1015.8,1017.3,17,19,63,86,27,14.4,0,2.17,0.97
13,1,1992,1014.6,1021.2,18.1,9.9,61,58,27.7,12.7,0,2.33,0.99
14,1,1992,1017.2,1019.8,12.9,12.3,58,69,22.6,12.2,0,2.46,1.23
15,1,1992,1015.4,1018.2,15,15.1,63,83,23.5,12.5,0,2.34,1.02
16,1,1992,1014.9,1018.9,15.2,14.6,60,71,24.8,12.3,0,2.38,0.95
17,1,1992,1014.4,1019,17,18.5,63,86,26.9,15.6,0,2.35,0.96
18,1,1992,1015.9,1020.5,14.9,13.6,55,70,25.4,11.6,0,2.16,0.98
19,1,1992,1016.9,1020.6,12.2,12.2,49,68,25.2,10.8,0,2.06,0.98
20,1,1992,1016.3,1019.4,13,12.3,51,61,25.6,11.4,0,2.29,1.21
21,1,1992,1016.1,1020,13.3,17,50,80,25,14.1,0.5,1.98,1.44
22,1,1992,1016.1,1020.5,17.8,17.4,70,84,24.2,16,7.5,1.86,1.53
23,1,1992,1016.3,1019.5,20.2,18.5,79,96,24.2,13.9,0,1.4,1.17
24,1,1992,1015.5,1018.9,16.4,16.3,61,89,25,12.7,0,2.22,1.11
25,1,1992,1014.2,1017.1,16.2,17,60,91,25.3,13.3,0,2.09,1.04
26,1,1992,1012.9,1016.8,16,15.5,56,56,27,15.6,0,2.07,1.42
27,1,1992,1013.7,1017.1,18.2,18.2,66,86,24.2,14.4,0,1.97,1.14
28,1,1992,1013,1017.6,18.1,17.5,69,82,27.2,14.8,0,2.35,1.07
29,1,1992,1014.4,1019,15.3,18.1,49,79,28,14.9,0,1.91,1.11
30,1,1992,1014.6,1017.8,18.3,20.4,59,90,27.6,16.2,0,1.93,1.15
31,1,1992,1014,1014.5,20.5,22.4,64,98,28.6,16.2,0,2.2,1.11
1,2,1992,1009.6,1013.3,22.2,19,68,81,29.4,16.4,12,2.63,1.31
2,2,1992,1009.2,1014.6,17.4,20.2,60,87,27.4,17.8,6.6,2.37,1.03
3,2,1992,1011.4,1016.3,18.8,14.3,63,68,26.8,16,6.6,2.68,0.99
4,2,1992,1014,1017.1,17.3,16.9,61,72,26.1,14.4,6.6,2.67,0.91
5,2,1992,1013.9,1017,12.9,17.3,45,76,27,15.2,0,2.46,1.14
6,2,1992,1012.8,1016.9,20.8,21.7,68,82,27.4,17.5,0,1.93,1.66
7,2,1992,1013.4,1015.2,20.9,20.9,63,94,28.4,16.8,0,1.71,1.5
8,2,1992,1008.2,1012.9,21.6,17.4,75,84,28.6,17.3,5.3,2.69,1.31
9,2,1992,1009.9,1013.3,18.6,18.9,64,83,25.7,16,0,2.07,1.69
10,2,1992,1011.1,1015.6,14.7,14.1,53,62,25.7,15.7,0,2.74,1.72
11,2,1992,1012.1,1015.8,16.6,11.5,58,54,26.8,15.6,0,2.61,1.55
12,2,1992,1012.6,1016.9,12.9,12.8,52,57,23.6,12.1,0,2.71,0.86
13,2,1992,1012,1015.8,10.6,13.8,41,63,25,12,0,2.34,1.01
14,2,1992,1011.1,1010.8,12.5,22,42,79,27,16.4,0,2.69,0.86
15,2,1992,1006.7,1011.7,24.4,20.4,70,82,31,17,0,2.53,0.99
16,2,1992,1008.8,1012.7,14.1,12.6,45,55,28.3,15.2,0,2.85,0.94
17,2,1992,1008.6,1011.1,15.3,15.4,52,62,26.3,14.7,0,2.36,1.46
18,2,1992,1005.5,1010.1,21.1,16.1,64,69,28.3,17.5,0.6,2.86,0.94
19,2,1992,1008.8,1015.3,11.1,12.9,38,52,26.8,12.8,0,2.9,0.84
20,2,1992,1011.9,1013,9.9,17.3,34,71,27,14.5,0,2.6,1.07
21,2,1992,1008.4,1011.7,21.7,20.2,67,73,29.2,18.4,0.8,3.04,1.57
22,2,1992,1010.4,1015.1,24.4,20.6,75,72,29,18.6,9.5,2.78,1.1
23,2,1992,1012.7,1017.1,26.4,20.6,68,79,28.8,19.2,16.6,2.6,1.26
24,2,1992,1014.4,1018.4,19.7,20.4,62,82,27,20,0,2.24,1.09
25,2,1992,1013.7,1018.1,18.8,14.5,63,55,27.2,15.6,0.5,2.34,1.2
26,2,1992,1015.1,1018,12.2,16.8,40,65,27,15.4,0,2.62,1.42
27,2,1992,1014.1,1015.1,13.3,17.5,45,64,27.2,14,0,2.91,1.14
28,2,1992,1010.2,1012.6,16.6,19.5,53,74,28.2,18.6,0,3.09,1.08
29,2,1992,1008.7,1012.6,14.6,24,41,78,29.6,18.8,0,2.75,1.35
1,3,1992,1008.6,1012.2,16.9,25.9,42,79,31.8,22.8,0,2.76,1.53
2,3,1992,1008.4,1012,16.2,20.8,38,64,32.8,19.8,0,2.97,1.28
3,3,1992,1007.9,1011.6,14.4,11.9,35,38,32.1,18.4,0,3.2,1.15
4,3,1992,1007.5,1011.2,8.8,20.1,22,67,31.7,17.5,0,3.18,0.99
5,3,1992,1008.2,1013.5,12.1,22.8,29,69,32,17.4,0,3.14,1.06
6,3,1992,1008.9,1012.2,15.1,26.1,35,78,33.6,21.8,0,3.11,1.06
7,3,1992,1008.2,1012.9,14.9,23.6,33,73,34.2,20.5,0,3.21,1.09
8,3,1992,1008.3,1005,14.3,12.6,34,39,32.6,18.5,0,3.19,1.11
9,3,1992,1010.9,1014.9,11.8,13,29,39,32.6,17.5,0,2.96,1.08
10,3,1992,1010.6,1014.4,14.6,25.3,36,76,32.8,22.4,0,2.84,1.16
11,3,1992,1010.1,1014.2,16.6,26.1,41,75,32.8,23.8,0,2.96,1.09
12,3,1992,1010,1015.9,23.1,23.8,53,80,33.7,24,0,2.83,1.27
13,3,1992,1011.3,1015.1,21.7,28.1,49,74,34.9,23.9,0,2.7,1.67
14,3,1992,1010.5,1014.2,19.9,28.1,41,77,34.8,22.8,0,3.08,1.19
15,3,1992,1009.2,1010.6,18.3,26.9,38,73,35.9,24.3,0,2.48,1.25
16,3,1992,1005.5,1011.3,26.3,9,56,28,35.6,21.6,0,3.19,1.08
17,3,1992,1007.8,1011.8,15.8,20.6,40,63,33.2,18.6,0,3.32,0.99
18,3,1992,1007.3,1009.7,11.7,29.8,26,81,33.8,24,0,2.9,1.2
19,3,1992,1004.4,1008.5,28.3,28.4,65,80,34.5,23.8,0,2.91,1.66
20,3,1992,1005.6,1011.6,28.8,29.5,69,80,33.2,24,0,2.69,1.57
21,3,1992,1008.5,1011.9,28.3,29.5,70,80,32.7,24,0,3.18,1.44
22,3,1992,1006.7,1011.4,28.6,29.7,68,79,32.8,24,0,2.97,1.23
23,3,1992,1007.4,1011.6,29.7,29.3,62,77,34.9,25,0,3.18,1.04
24,3,1992,1005.9,1007.6,27.1,29.3,55,75,36.5,25,0,2.8,1.16
25,3,1992,1002.6,1008.8,32.1,15.9,70,36,35.3,23.9,0,3.24,1.03
26,3,1992,1005,1011.5,15.2,14,29,31,36.2,23.6,0,3.47,0.83
27,3,1992,1005.3,1008.8,16.9,21,33,48,37.3,24.4,0,3.42,0.86
28,3,1992,1003.8,1008.1,20.9,30.5,40,76,37.7,23.2,0,3.31,0.99
29,3,1992,1003.2,1007.7,19.4,19.7,37,43,37.4,24.8,0,2.64,1.73
30,3,1992,1002.6,1007.4,16.2,23.2,30,49,36.8,25.6,0,2.35,1.61
31,3,1992,1005.9,1010,19.4,30.2,37,74,36.8,26.2,0,2.71,1.71
1,4,1992,1008.4,1010.8,15.8,16.3,35,44,34.5,23.7,0,3.53,0.79
2,4,1992,1005.9,1011.6,14.8,14.5,29,33,35.5,23.9,0,3.24,1.03
3,4,1992,1007.2,1010.6,13.8,26.7,28,65,36.6,24.2,0,3.26,1.11
4,4,1992,1005.9,1009.4,14.7,27.4,26,64,37.8,22.5,0,3.01,1.1
5,4,1992,1003.7,1006.3,18.1,30.4,34,71,37,25.5,0,3.1,1.14
6,4,1992,1002.1,1006.7,22.5,30.7,42,74,36.7,27.3,0,3.07,1.23
7,4,1992,1000.9,1005.1,16.6,28.6,29,68,38,25.6,0,3.31,1.03
8,4,1992,1001.2,1007.5,19.1,26.3,34,58,38,25.4,0,3.57,0.87
9,4,1992,1002.8,1007,17.1,21.6,30,45,37,25.8,0,3.44,0.94
10,4,1992,1003.1,1007.6,27.6,30.4,49,66,39,26.7,0,3.45,0.93
11,4,1992,1003.3,1008.2,21,25.2,35,54,39,26.4,0,3.35,0.99
12,4,1992,1004,1008.4,21.3,26.9,34,59,40,26.7,0,3.2,1.11
13,4,1992,1004.2,1008.9,32.1,34,57,75,40,26.8,0,3.17,1.23
14,4,1992,1004.2,1008.5,20.8,30.5,38,65,39,28.3,0,3.14,1.16
15,4,1992,1003.9,1007.9,34.2,20.9,68,43,38.8,27.4,0,3.22,1.31
16,4,1992,1004.4,1008.3,26.3,20.6,52,56,39.2,23,2.3,3.33,1.34
17,4,1992,1004.4,1008,27.4,27.3,59,63,35.3,22.6,4.2,3.22,1.08
18,4,1992,1003.8,1008.1,22,28.1,42,68,37.4,26.4,0,2.91,1.46
19,4,1992,1005.1,1008.8,25.6,31.7,49,75,37.2,24.6,2.3,3.37,0.95
20,4,1992,1005,1008.9,22,27.9,42,63,36.6,24.3,0,3.27,1.08
21,4,1992,1004.3,1008.9,32.4,24.9,59,74,38.6,25.2,0,3.29,1.13
22,4,1992,1003.4,1006.2,26.4,29.7,46,67,40,25.7,0,3.13,1.02
23,4,1992,1001.6,1006,32.1,25.6,57,69,40.2,27.2,1.3,1.89,1.81
24,4,1992,1004.1,1008.4,25.6,30.4,59,71,34.8,24.8,0,2.37,1.92
25,4,1992,1005.4,1011.8,25,19.7,46,41,37.3,24.6,0,3.36,1.17
26,4,1992,1007.5,1011.4,20.1,34.2,34,77,38.3,24.6,0,3.37,1.35
27,4,1992,1005.5,1009.4,24.7,23.8,48,53,38,24,0,3.27,1.4
28,4,1992,1004.5,1009.8,24.7,19,48,46,35.8,24.6,1.2,3.54,1.09
29,4,1992,1003.8,1008.1,23.8,17.8,48,43,35.7,23.5,0,3.49,1.7
30,4,1992,1005.3,1010,16.9,30.2,33,70,35.5,25,0,3.39,1.6
1,5,1992,1005.4,1008.2,23.9,28.6,49,70,35.6,23.4,0,3.27,1.2
2,5,1992,1001.6,1008.3,30.7,23.1,61,88,37.2,19.7,28.3,2.18,1.41
3,5,1992,1003.7,1006,23.5,27.1,71,69,26.5,22.5,0.9,2.43,1.89
4,5,1992,1001.3,1007.3,31.3,24.7,73,64,33,24.1,0.2,2.79,1.61
5,5,1992,1005.8,1010.4,24.9,29.1,72,71,33.4,23.6,2.5,3.12,1.79
6,5,1992,1007.1,1009.2,26.9,30.4,61,71,32.7,25,0,3.04,1.25
7,5,1992,1005.7,1005.1,24.1,31.7,69,73,35.6,24.6,0.6,3.33,1.14
8,5,1992,1000.4,1005.3,14.2,27.1,23,57,37.7,27.3,0,3.31,1.24
9,5,1992,1001.1,1005.7,21.9,34,38,79,39.6,27.2,0,3.27,1.27
10,5,1992,1002.1,1005.3,33.4,35,63,76,36.8,27,0,3.34,1.24
11,5,1992,1002,1006.7,29.5,33.2,54,72,37.3,27.3,0,3.32,1.25
12,5,1992,1002.9,1008.9,32.4,33.2,60,72,36.4,27.7,0,3.27,1.18
13,5,1992,1004.6,1009.2,27.6,30.5,49,68,36.8,26.4,0,3.32,1.29
14,5,1992,1004.7,1008,26.4,29.1,53,66,35.8,26.5,0.8,3.35,1.24
15,5,1992,1003.4,1006.9,29.8,29.8,61,68,36.4,23.6,0.8,3.29,1.39
16,5,1992,1000.7,1003.3,29.5,30.7,61,66,36.4,28.2,0,3.38,1.12
17,5,1992,1000,1001.9,28.1,31.5,59,68,34.6,24.8,3.9,3.51,1.57
18,5,1992,998.1,1001.5,30,35,64,76,34.8,27.6,0,3.15,2.06
19,5,1992,998.3,1001.7,30.2,32.7,60,74,36.3,26.6,0,2.41,1.71
20,5,1992,997.3,1002.6,33,33.2,63,76,36.2,20.7,15.5,2.93,1.78
21,5,1992,998.9,1005.7,32.4,23.7,61,68,35.8,22,22.9,3.33,1.65
22,5,1992,1002.8,1006.4,24.7,21.8,88,63,32.8,19.2,75.2,1.61,1.47
23,5,1992,1004.9,1005.6,21.7,24.3,82,68,27.6,20,75.2,3.62,0.89
24,5,1992,1003.2,1006,26.7,28.6,60,68,31.5,24.2,0,3.31,1.5
25,5,1992,1002.5,1004.8,27.6,31.1,65,72,32.4,25.6,0,2.11,1.68
26,5,1992,1002.9,1005.5,25.9,30,71,81,31.2,23.8,10.3,2.09,1.51
27,5,1992,1002.8,1006.2,28.8,28.8,83,93,30.6,23.2,17.4,2.79,1.56
28,5,1992,1004,1008.4,30.4,33.4,71,90,30.5,24.9,3,2.97,1.85
29,5,1992,1004.5,1006.7,27.2,33.6,69,75,33.4,26.2,0,3.2,1.44
30,5,1992,1002,1004.7,33.2,35.7,59,75,36.5,28.4,0,3.1,1.23
31,5,1992,1000,1002.3,37.6,29.8,73,63,37.7,28,0,2.88,1.6
1,6,1992,999.9,1003.2,30.5,33.6,58,69,37.8,27.7,0,3,1.43
2,6,1992,1000.3,1004.8,30.9,35.7,73,74,38.8,28.8,0,3.09,1.37
3,6,1992,1001.4,1006.5,35.6,33.2,65,72,37.5,28.4,0,3.15,1.28
4,6,1992,1001.4,1006.2,34.4,33.8,63,71,36.7,28.2,0,3.25,1.54
5,6,1992,1001.8,1005.8,32.2,33,61,71,36.2,27.2,0,3.22,1.22
6,6,1992,1000.9,1004.6,28.3,30.7,55,66,36,27.4,0,3.2,1.14
7,6,1992,1000.3,1003.6,30.2,30.5,60,68,36.3,28.5,0,3.38,1.47
8,6,1992,997.8,1004.6,32.8,29.5,67,74,35.6,25,5,3.03,2.02
9,6,1992,1000.7,1004.8,33.6,34.4,69,73,34.8,27.4,0,2.37,1.71
10,6,1992,1002.2,1007.2,30.9,33.2,89,67,33.2,24.5,13.9,3.12,2.04
11,6,1992,1003,1005.5,30.2,33.2,58,69,35.1,27.8,0,3.52,1.98
12,6,1992,1000.4,1002.2,27.9,30.7,55,66,35.8,28,0,3.27,1.35
13,6,1992,997.8,1000.7,29.5,33.4,59,83,35.4,23.3,17.4,3.07,1.68
14,6,1992,998,1002.6,31.9,30.9,63,76,34.8,23.4,14.8,2.61,1.87
15,6,1992,998.5,1003.1,36.3,35,70,76,34.7,27,0,3.58,1.16
16,6,1992,995.2,996.5,32.8,31.9,67,78,35.4,25.7,3.8,3.44,1.86
17,6,1992,997.1,1000.1,29.5,34.2,54,74,35.8,27.2,0,2.11,1.77
18,6,1992,994.9,998.5,32.8,34,85,79,31.5,25,29.1,2.28,1.5
19,6,1992,997.1,1000.9,33.6,34.8,78,92,32.2,26.5,14.5,0.68,0.67
20,6,1992,1000.3,1002.5,31.5,34,98,79,28.4,24.4,60.6,3.22,3.08
21,6,1992,998.5,1000.7,33.6,32.8,89,76,32.8,25.7,9.9,2.37,1.38
22,6,1992,996.9,997.6,32.6,34.6,83,86,32,26,4.1,2.53,1.61
23,6,1992,993.9,996,34,31.9,85,78,32.6,26.7,3,1.79,1.71
24,6,1992,992.7,995,32.4,32.8,95,82,31.6,24.6,65.2,2.29,1.87
25,6,1992,994.7,997,28.4,32.2,80,81,32.5,24.4,21.8,1.71,1.48
26,6,1992,994.5,996.3,35.2,34.8,79,81,32,28,0,2.73,2.14
27,6,1992,994.3,997.6,32.6,32.1,61,85,32.6,24.6,15,1.35,1.4
28,6,1992,995.5,999.9,31.5,32.8,74,92,31,27,2.3,2.27,1.77
29,6,1992,998,1000.5,36.9,30.9,81,83,32.9,24.3,42.2,2.24,1.95
30,6,1992,997.7,998.7,33.8,31.3,77,77,31.8,26.6,0,3.22,1.81
1,7,1992,996.8,999.8,30.9,29.3,92,72,35,25.4,2,2.93,1.75
2,7,1992,995.9,999.1,33,32.4,73,78,33.5,25,4,3.09,1.75
3,7,1992,996.9,1001.1,35.7,31.7,75,79,35.7,26,0,3,1.48
4,7,1992,998.9,1001.6,35.7,39.1,81,78,34.8,28,0,2.74,1.84
5,7,1992,999.6,1003.1,28.9,31.1,67,69,34.5,28.3,0,3.05,1.68
6,7,1992,1000.2,1003.4,27.4,26.3,77,84,35.5,24.8,0.1,2.5,2.17
7,7,1992,1000.9,1002.1,35,35.9,86,87,31.7,23.4,31.4,0.9,0.87
8,7,1992,1000.3,1001.8,30.7,35.9,90,87,29.8,25.8,4.7,2.05,1.65
9,7,1992,998.5,1000.9,34.8,36.1,92,85,32.9,27.3,28,1.45,1.21
10,7,1992,997.8,1001,31.7,35.2,89,88,31.8,26.5,0,1.47,1.32
11,7,1992,998.7,1001.7,31.7,30.4,92,95,30.5,24.2,68.4,1.13,1.13
12,7,1992,1001.2,1006.9,32.6,33.2,90,78,28.6,26.4,32,3.05,1.85
13,7,1992,1004.3,1007,30,33.6,69,81,29.5,26.4,2.6,3.41,2.16
14,7,1992,1001.9,1004.2,30.9,31.5,70,72,33.5,26.5,0,2.75,1.22
15,7,1992,1000.7,1003.4,31.5,33.8,68,77,33.9,26.3,0,2.49,1.88
16,7,1992,1001.1,1003.3,33.6,30.2,76,74,33.8,23.4,34.8,3.09,2.04
17,7,1992,1000.1,1002.7,31.3,33,73,90,34.6,26.9,5.7,3.46,1.39
18,7,1992,999.7,1001.3,33,32.2,87,77,33.5,26,21.2,3.41,1.39
19,7,1992,997.4,1000.2,33,33.2,95,97,32.9,25.9,27.6,1.04,1.06
20,7,1992,997.4,1001.6,31.3,31.9,82,87,28.6,24.6,33.2,1.41,1.31
21,7,1992,999.1,1003.5,33,31.7,86,89,28.7,25.6,18.8,2.12,1.64
22,7,1992,1001.6,1003.4,33,31.7,87,85,29.8,26,10,2.53,1.56
23,7,1992,999.6,1001.6,35.7,32.2,81,77,33.4,26,1.2,2.51,1.87
24,7,1992,996.1,998.4,31.7,32.2,75,77,34.8,26.6,2.4,3.2,1.97
25,7,1992,994.4,996.8,36.1,33.6,85,85,34.1,27,2.4,3.59,1.31
26,7,1992,992.1,993.9,31.9,32.1,69,75,33.3,26.2,1.8,2.68,1.64
27,7,1992,991.5,994.4,32.4,30.5,85,79,32.4,26.2,1.6,1.66,1.55
28,7,1992,994.6,1001.7,31.9,33.4,83,79,30.4,24.6,11.3,2.6,1.61
29,7,1992,1000.3,1005.2,33.2,34.6,90,86,31.6,26.9,3,3.11,1.92
30,7,1992,1001.8,1003.5,34,35.2,75,79,33.5,27.2,0,2.81,2.96
31,7,1992,1001,1003.3,31.5,35.9,66,87,33.8,27.1,0,1.12,1.18
1,8,1992,999.9,1003.1,32.8,33,89,79,30.6,25.6,15.5,3.44,1.65
2,8,1992,998.8,1003.1,31.9,33,78,87,32.6,25.1,16.6,2.73,1.81
3,8,1992,1001.4,1006.5,35.6,33.2,65,72,37.5,28.4,0,2.96,1.8
4,8,1992,1003.8,1009.8,32.1,33,85,79,31.5,26.1,6.6,2.19,1.79
5,8,1992,1006.8,1008.7,33.8,34,86,79,32.2,26.6,1.2,1.78,1.68
6,8,1992,1005.2,1006.3,30.9,33.8,73,90,33.2,27,1.6,1.37,1.42
7,8,1992,1004,1005.9,30.5,31.3,100,97,31.3,23.1,184.1,1.18,1.26
8,8,1992,1002.5,1005.6,29.1,34,83,88,28.6,25.3,1.2,2.81,2.07
9,8,1992,1003.5,1006.1,27.4,33.2,72,78,30.8,25.6,0,2.38,1.27
10,8,1992,1003.1,1004.7,29.3,25.9,77,83,32.9,26.2,2.4,2.26,1.54
11,8,1992,1000.5,1003.4,31.9,24.2,71,76,32.5,27,0,3.07,1.52
12,8,1992,1000.2,1003.6,31.5,30.2,66,65,33.5,26.8,0.2,3.44,1.17
13,8,1992,999.6,1002.3,34.4,35.2,75,88,35,25,32.4,3.66,1.87
14,8,1992,997.8,1000.7,33.2,32.4,92,82,33.7,26.6,9,3.2,1.52
15,8,1992,997.8,1000.8,32.7,32.8,90,82,32,27,6.3,2.55,1.62
16,8,1992,998.5,1001.4,33.2,34.4,78,81,31.5,26,7.9,2.54,1.26
17,8,1992,997,998.5,34.4,34,81,85,32.6,26.8,7,3.03,1.67
18,8,1992,994.3,997.6,33.4,33.4,79,86,32,26,3.6,2.21,1.36
19,8,1992,995.7,997.6,32.8,33,85,81,32.8,26.8,4.9,2.73,1.82
20,8,1992,994.7,998.1,32.4,31.9,76,72,32,26.4,0,2.81,1.7
21,8,1992,996.4,1000.6,28.8,32.6,69,77,33.2,26,0,2.63,2.26
22,8,1992,998.4,1003.6,30.9,30.2,73,70,32,26.4,0.2,3.07,1.92
23,8,1992,1000,1003.5,31.7,32.1,75,75,33.5,26.4,0,3.61,1.67
24,8,1992,1000.8,1004.5,30.9,34,70,79,33.9,27,0,3.17,1.66
25,8,1992,1000.5,1003.7,33.8,34.8,74,79,34.6,27.8,0,1.73,1.13
26,8,1992,1000.9,1002,33.2,31.9,78,81,33.5,25.8,1.5,2.14,1.92
27,8,1992,998.2,1001,31.9,33.6,81,89,34.1,27,0.3,0.9,0.89
28,8,1992,997.8,1001.4,34.2,31.1,83,78,30,24.6,10.2,2.71,1.66
29,8,1992,998.8,1002.4,31.3,34.4,73,81,32.8,27,2,2.88,1.45
30,8,1992,998.8,1002.9,32.6,32.8,71,70,34.1,26.9,0,3.02,1.36
31,8,1992,998.8,1002.5,33.2,34.8,70,75,34.4,27.2,0,2.88,1.82
1,9,1992,1000,1004.5,34.8,32.4,75,72,33.4,26.9,1,3.27,1.79
